Round,Clients,Latent Dim,Hidden Dim,Rounds,Epochs,Batch Size,Learning Rate,Gamma,Step,fraction-fit,Strategy,Recon Weight,Class Weight,KLD Weight,Beta VAE,Proximal Mu,Eta Adagrad,Eta Adam,Beta 1,Beta 2,Patience,Min Delta,Accuracy,F1 Score,Precision,Recall,Train Loss
14,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8248788561288561,0.8227193939315152,0.8800909269659271,0.8248788561288561,3.6239417791366577
15,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8141465328965328,0.8043189385992416,0.8559090340340342,0.8141465328965328,3.4423181215922036
16,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8944939257439257,0.8964739661709359,0.9377479346229348,0.8944939257439257,3.3487021923065186
17,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.855958230958231,0.8557988004957702,0.9089381995631997,0.855958230958231,3.2759106953938804
18,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8937175812175813,0.8983213585486313,0.9465467902967903,0.8937175812175813,3.1272533734639487
19,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8829852579852581,0.8826807701807701,0.9240412287287287,0.8829852579852581,2.825610319773356
20,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8969935844935845,0.8947276822276823,0.9240655428155428,0.8969935844935845,2.919481098651886
21,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8635595823095823,0.8636932042235074,0.9042386136136137,0.8635595823095823,3.2028736670811973
22,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8915335790335791,0.8962907712907713,0.9271450427700426,0.8915335790335791,3.1210092306137085
23,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8534585722085722,0.8471139626442655,0.9026249260624262,0.8534585722085722,3.481842041015625
24,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8458572208572209,0.8415218623551955,0.8988959535834535,0.8458572208572209,3.5978347063064575
25,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8638752388752389,0.867925338758672,0.9200193497068496,0.8638752388752389,3.5066853761672974
26,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8652828965328965,0.8648217845187544,0.9114856333606333,0.8652828965328965,3.1259762247403464
27,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8529978842478844,0.8606145303115,0.9057276026026027,0.8529978842478844,2.8317591349283853
28,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.9027265902265902,0.8999353249353249,0.9264875671125671,0.9027265902265902,2.8133089542388916
29,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8721079033579033,0.8737328237328237,0.9116517085267085,0.8721079033579033,3.0726404984792075
30,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.9142352579852581,0.915574631104934,0.9422135203385203,0.9142352579852581,2.6621837417284646
31,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8829852579852581,0.881062485229152,0.9180352227227226,0.8829852579852581,3.5128378868103027
32,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.9030422467922468,0.9040058695361726,0.9275257806507806,0.9030422467922468,3.028801759084066
33,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.855958230958231,0.8531598384818082,0.900757982007982,0.855958230958231,3.6124783555666604
34,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8542349167349168,0.8457157706210737,0.8922129515879517,0.8542349167349168,3.4964661796887717
35,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8065451815451815,0.8119193524496554,0.8814258861133862,0.8065451815451815,3.4713547428448996
36,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.855958230958231,0.8567110002716062,0.9013753810628812,0.855958230958231,3.767650604248047
37,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.86496723996724,0.8698073770043466,0.9160670207545208,0.86496723996724,4.091293056805928
38,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.86496723996724,0.8628671284921285,0.9120536933036932,0.86496723996724,4.117061138153076
39,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8829852579852581,0.8795634231240292,0.9156302203177203,0.8829852579852581,3.7722344398498535
40,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8742919055419055,0.8711208336208336,0.9092497326872326,0.8742919055419055,3.711510101954142
41,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.9038185913185913,0.9002066970816971,0.9256511787761789,0.9038185913185913,3.1685184041659036
42,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8854849167349168,0.8842281675615009,0.9157970876720878,0.8854849167349168,3.4012279709180198
43,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.85486622986623,0.8546006754340087,0.9026220823095823,0.85486622986623,3.5868716637293496
44,3,10,512,100,5,32,0.01,0.1,10,1.0,fedprox,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,30,0.0,0.8638752388752389,0.857992678826012,0.9104643401518402,0.8638752388752389,3.9647390445073447
